label,text
dislike,别再搞什么所谓的小众圈子优越感了，很讨人厌。
dislike,满口的流行语和网络烂梗，太油腻了。
dislike,感觉两个人根本不熟，强行在那边找话题聊。
dislike,一直在重复同一个观点，没有推陈出新。
dislike,太情绪化了，听完感觉自己也变得暴躁了。
dislike,简直是在侮辱听众的智商。
dislike,别再强行升华主旨了，很尴尬。
dislike,明明几句话就能说清楚的事，非要绕半个小时。
dislike,这期内容空洞得像一个漏了气的气球。
dislike,求求了，以后别再请这个嘉宾了，太扫兴了。
dislike,主播的控制欲太强了，容不下半点不同的声音。
dislike,毫无分寸感的玩笑，真的一点都不好笑。
dislike,从头到尾充斥着消极负能量，听得人抑郁。
dislike,感觉就是随便找了个话题凑数应付差事的。
like,这是什么神仙宝藏播客，相见恨晚！
like,从第一期一直追到现在，眼看着你们越来越好，真的很开心。
like,这期干货太多了，我已经默默记了好多笔记。
like,主播的声音太好听了吧，温温柔柔的，听着特别舒服。
like,通勤路上的最佳陪伴，现在连挤地铁都觉得没那么难熬了。
like,节目质量一如既往的高，真的是用心在做内容。
like,这期的选题太棒了，完全切中了最近的社会热点，分析得很透彻。
like,每次做家务的时候必听你们的节目，感觉干活都有劲儿了。
like,真的太喜欢你们的聊天氛围了，就像和老朋友围炉夜话一样。
like,听完这期感觉受益匪浅，认知又被拓宽了。
like,这档播客简直是我的互联网精神食粮，每周就指望着更新续命。
like,主播的表达能力太强了，把这么复杂的问题说得通俗易懂。
like,背景音乐配得恰到好处，后期的审美真的很在线。
like,听你们的节目会上瘾，已经把以前的老节目都翻出来重新听了一遍。
like,这期请的嘉宾太有深度了，对谈的质量极高。
like,节奏把控得特别好，五十多分钟不知不觉就听完了，意犹未尽。
like,超级喜欢这种有观点又不偏激的表达方式。
like,这绝对是我年度最爱播客的Top 1！
like,每次失眠的时候就喜欢放你们的播客，莫名有一种安心的感觉。
like,强烈安利给了身边的朋友，大家都说特别好听。
like,你们的节目不仅有广度还有深度，真的很难得。
like,在这个浮躁的时代，还能有这样静下心来做内容的节目，太珍贵了。
like,这期节目的信息密度太高了，值得反复多听几遍。
like,主播不仅有才华，三观还特别正，粉了粉了。
like,每次听完都有种豁然开朗的感觉，治愈了我的精神内耗。
like,这档播客已经成了我生活的一部分，一天不听就觉得少了点什么。
like,真的很佩服主播的阅读量和知识储备，信手拈来的感觉太棒了。
like,聊得太透彻了，把我想表达却不知道怎么说的话全都说出来了。
like,这期节目就像是一场精神按摩，听完整个人都放松了。
like,喜欢你们每一期的shownotes，整理得特别详尽用心。
like,主播的笑声太有感染力了，听着听着心情就跟着好起来了。
like,这期不仅有干货，还特别有人情味，听得很感动。
like,你们真的是我心目中高质量播客的代名词。
like,每次看更新列表看到你们的名字，就觉得今天这一天有盼头了。
like,这期的视角太独特了，给我提供了一个看待世界的新维度。
like,剪辑得很流畅，完全没有废话，听感极佳。
like,很喜欢主播和嘉宾之间那种互相激发、互相碰撞的火花。
like,这是一档让我愿意花钱打赏支持的优质播客。
like,听你们聊天的感觉太惬意了，像是在喝一杯醇厚的咖啡。
like,这期节目帮我解答了困扰我很久的疑惑，太感谢了。
like,发现这个播客是我今年最大的收获之一。
like,你们的每一个观点都能自圆其说，逻辑严密，听得太爽了。
like,太喜欢这种真诚不造作的交流方式了。
like,这不仅是一档播客，更像是一本可以听的优质杂志。
like,主播控场能力满分，既能让嘉宾充分表达，又不会跑题。
like,这期节目有深度有温度，真的是不可多得的好内容。
like,我已经成了你们的自来水，见人就推荐。
like,听完这期节目，我对这个行业有了全新的认识。
like,你们的声音是我每天睡前最好的安眠药，太治愈了。
like,这期聊得太尽兴了，感觉一小时根本不够听，强烈要求加更！
like,真的是良心播客，全网都找不到这么用心的节目了。
like,喜欢这种娓娓道来的叙述方式，一点都不枯燥。
like,这期节目的金句也太多了吧，我已经截图保存了好几次。
like,从你们的节目里汲取了好多力量，谢谢主播的用心。
like,每一期都能带来惊喜，从来没有让我失望过。
like,这档节目的质感太绝了，有种听有声书的沉浸感。
like,主播的知识面真的好广，各种领域都能聊得头头是道。
like,这期简直是打工人的必听圣经，太有启发性了。
like,喜欢你们不盲从、不迎合的态度，坚持做自己真的很好。
like,每次听完都有新的感悟，这是一档能让人成长的播客。
like,这期节目的节奏感太棒了，引人入胜，根本停不下来。
like,嘉宾分享的故事太精彩了，听得我津津有味。
like,真的是宝藏男孩/女孩，这么好的节目必须火起来！
like,这期真的是神仙打架，听两个聪明人聊天太享受了。
like,主播的共情能力很强，总能问出非常有质量的问题。
like,我已经把这档播客加入了我的“人生必听系列”。
like,这期节目的切入点很小，但是挖得很深，以小见大，太牛了。
like,每次你们发新节目，我都是第一时间点开听。
like,喜欢你们在节目里展现出来的真诚和坦率。
like,这期节目像是一场及时雨，正好解了我最近的困惑。
like,真的是一档兼具趣味性和知识性的高质量播客。
like,太佩服主播的口才了，能把枯燥的理论讲得这么生动有趣。
like,每次开车出差必听，有你们的陪伴路途都不觉得漫长了。
like,这期请到的嘉宾真的是行业大佬，学到了太多干货。
like,很喜欢你们对事物的客观冷静分析，充满理性的魅力。
like,这档节目就像是我的秘密花园，每次听都能获得内心的平静。
like,你们的内容做得越来越扎实了，给团队加鸡腿！
like,这期不仅听感好，连封面设计都那么好看，用心了。
like,真的是我听过最好的一期访谈，没有废话，全是精华。
like,喜欢主播这种谦逊又自信的表达风格。
like,这期节目帮我打开了新世界的大门，原来还有这种操作。
like,感谢这档播客，让我在碎片化的时间里学到了系统的知识。
like,你们的聊天太有营养了，比看书吸收得还快。
like,这期绝了，从头到尾逻辑在线，无懈可击。
like,听完这期，我立刻去买了你们推荐的那本书。
like,真的是经得起反复推敲的好内容，太赞了。
like,喜欢你们每一期结尾的总结，总是能升华主题。
like,这档播客是我在这个快节奏时代里的一片自留地。
like,主播真的很懂听众想听什么，每一期都正中下怀。
like,这期节目既有学术的严谨，又有生活的气息，平衡得刚刚好。
like,你们的对话总是能激发我的思考，太有魅力了。
like,真的是一档值得推荐给所有人的良心播客。
like,这期节目的干货密集度简直令人发指，太实在了。
like,喜欢主播温和而坚定的声音，给人一种安定的力量。
like,每次听你们的节目都有一种充电的感觉，能量满满。
like,这期聊的话题太小众了，但我就是喜欢你们这种不随波逐流的品味。
like,真诚永远是必杀技，这期播客让我感受到了满满的诚意。
like,你们的播客就像是一位良师益友，陪伴我度过了很多迷茫的时刻。
like,这期的选题简直是为我量身定制的，爱了爱了。
like,一直在默默收听，今天终于忍不住来发条评论：你们真的太棒了！
happy,救命啊，在地铁上听这期笑出猪叫，旁边的人以为我疯了。
happy,敷着面膜听这期，现在面膜已经皱得没法看了。
happy,刚喝了一口奶茶全喷在屏幕上了，主播你赔我的键盘！
happy,谁懂啊，在办公室憋笑憋得我肚子都在抽筋。
happy,强烈建议大家不要在吃饭的时候听这期，容易有生命危险。
happy,在健身房边举铁边听，笑得差点被杠铃砸死。
happy,大半夜在被窝里笑得像个蛆，床板都在震。
happy,听这期节目把我的腹肌都笑出来了，省了去健身房的钱。
happy,笑得我天灵盖都要飞起来了，这也太有梗了吧！
happy,走在路上突然爆笑，路过的狗都吓得绕着我走。
happy,简直是我的一周快乐源泉，所有的班味都被洗干净了。
happy,今天本来心情糟透了，听完这期直接原地复活！
happy,绝了绝了，这期节目简直是电子布洛芬，治好了我的精神内耗。
happy,听你们唠嗑简直比做SPA还解压。
happy,坏心情粉碎机，这期节目建议加入医保！
happy,每次觉得生活无趣的时候，只要点开你们的播客就能满血复活。
happy,听这期节目的我，嘴角就没掉下来过，全程咧着嘴笑。
happy,这是什么神仙节目，怎么能做到每一句都长在我的笑点上！
happy,烦恼是什么？听完这期我已经不知道烦恼两个字怎么写了。
happy,真的是赛博多巴胺，听完感觉整个人都轻飘飘的。
happy,你们俩这相声算是说到我心坎里去了。
happy,主播之间的化学反应绝了，求你们立刻马上原地组团出道。
happy,听到主播的鹅叫笑声，我本来没觉得好笑也跟着嘎嘎乐。
happy,你们不去做脱口秀真的中国喜剧界的一大损失。
happy,这期接梗的速度比我掉头发的速度还快！
happy,主播真的是我的互联网嘴替，把我不敢说的全说出来了哈哈哈。
happy,吐槽得也太精准了吧，我的膝盖已经中满了箭。
happy,感谢主播，让我知道原来世界上有这么多和我一样脑残的人。
happy,每次听到你们互相拆台，我就觉得这门票值了（虽然免费）。
happy,主播这破梗我竟然笑了，我对不起我自己。
happy,太真实了！这不就是在监视我的生活吗？！
happy,谁在我的生活里装了摄像头？赶紧给我拆了！
happy,疯狂点头中，原来大家私底下都是这么搞笑的吗。
happy,哈哈哈哈我昨天刚干了这件蠢事，今天就在播客里听到了。
happy,世界上另外一个我出现了，简直一模一样！
happy,听到那段摸鱼技巧，我默默地点了收藏并记下了笔记。
happy,共鸣了家人们，打工人的怨气被你们用段子讲出来太好笑了。
happy,我以为只有我这么干，原来大家都一样沙雕。
happy,这是什么大型社死现场回顾，笑得我满地找头。
happy,简直精准踩中我的每一个笑点，太对味儿了！
happy,听完这期，我得去挂个急诊，笑岔气了。
happy,已经笑裂开了，马上要去医院缝针。
happy,救命，我的腮帮子笑得好痛，需要主播亲亲抱抱才能好。
happy,这期节目有毒吧，我倒回去听了三遍笑了三遍。
happy,哈哈哈哈哈哈哈哈这段我能循环播放一整天。
happy,真的会被你们笑死，我的功德都被你们笑没了。
happy,笑得我想出去跑个五公里再回来接着听。
happy,请收下我的膝盖，这脑洞是怎么想出来的。
happy,此节目有剧毒，一听就上头，根本停不下来。
happy,我笑得楼下的大妈都上来敲门问我是不是在杀猪。
happy,马上转发到闺蜜群，不能只有我一个人笑成傻子。
happy,这期必须加入我的年度最爱播客单。
happy,我决定把这期节目设为我的起床闹铃，每天笑醒。
happy,已经推荐给全公司的同事，现在大家都在工位上憋笑。
happy,每次失眠就听这期，虽然越听越精神，但至少很快乐。
happy,宝藏播客终于被我发现了，立刻去把前面的全刷一遍！
happy,这期值得反复鞭尸，心情不好的时候就拿出来听听。
happy,已经安利给我妈了，她现在笑得比我还大声。
happy,把这段剪出来放到网上去，绝对能火出圈！
happy,我不允许还有人没听过这期神仙节目。
happy,把老板气得半死，听完你们的吐槽我立刻气顺了。
happy,原来上班摸鱼听播客才是人类进步的阶梯。
happy,听到你们说减肥失败的经历，我默默吃了一口手里的炸鸡。
happy,这种在生活缝隙里找乐子的感觉太棒了。
happy,你们的拖延症故事简直是我本人的自传。
happy,听完感觉就算天塌下来，也能当被子盖着睡一觉，太乐观了。
happy,打工人的命也是命，感谢主播送来的快乐氧气。
happy,哈哈哈哈被生活毒打之后听这个，感觉被打的地方也不怎么疼了。
happy,这期聊的奇葩经历也太绝了，笑到我头掉。
happy,你们的糊弄学大师头衔实至名归，我学到了。
happy,主播的精神状态领先我十年。
happy,听完这期感觉自己的任督二脉被打通了。
happy,这种又疯又癫的感觉真的太迷人了。
happy,满脑子都是你们刚才那个破梗，洗脑循环了。
happy,今天也是被你们笑到满地找头的一天。
happy,确认过眼神，大家都是有社交牛逼症的人。
happy,听这期节目治好了我的脸盲症，因为我现在只会笑了。
happy,太搞笑了，要是把这期刻在我的墓碑上，我估计能在棺材里笑醒。
happy,笑得我把大腿都拍红了，室友以为我有什么毛病。
happy,这期完全就是一本行走的段子大全。
happy,感谢这期播客，让我原本枯燥的通勤路变成了脱口秀现场。
happy,主播的一句话让我直接破防爆笑，绝了。
happy,这是能免费听的吗？快让我给你们打钱！
happy,我愿称这期为今年的全场最佳，喜剧效果拉满。
happy,不行了，我不行了，这也太抓马了吧哈哈哈。
happy,原来快乐真的可以传染，我现在隔着屏幕都笑成了一朵花。
happy,听你们闲扯淡是我每天最期盼的时刻。
happy,把我今天的烦恼一键清除了，谢谢你们这两个活宝。
happy,这是什么神仙脑回路，怎么能想到这么搞笑的切入点。
happy,每次洗澡的时候听，笑得花洒都拿不稳。
happy,强烈要求加更，根本听不够啊啊啊！
happy,这期金句频出，我建议直接出书吧。
happy,主播你真的不考虑开个小号讲单口相声吗？
happy,笑得太厉害，连我家猫都用看智障的眼神看我。
happy,听完不仅心情大好，连食欲都变好了（虽然这不是好事）。
happy,谁发明的播客这种东西，简直造福全人类。
happy,简直是我的随身携带小太阳，一按就发光发热。
happy,这期直接封神，搞笑程度超越了我的认知。
happy,这简直就是我在互联网上的精神老家，太欢乐了。
happy,谢谢你们，让我知道这个操蛋的世界还有这么好笑的一面。
sad,深夜听这期节目，眼泪止不住地流，原来我从来没有真正放下过。
sad,戴着耳机走在下班的路上，突然就蹲在路边崩溃大哭。
sad,谢谢你们说出了我藏在心里最深的痛，突然觉得没那么孤单了。
sad,听着听着就失眠了，那些以为早就忘记的记忆全都跑了出来。
sad,这不是播客，这简直是在读我的日记，字字句句都在扎心。
sad,在拥挤的地铁上强忍着不让眼泪掉下来，真的太懂这种无力感了。
sad,主播叹气的那一下，我的心也跟着碎了一地。
sad,原来大家都在经历着这样悄无声息的破碎。
sad,为了不让室友听见，只能躲在被子里咬着嘴唇无声地哭。
sad,今天正好是分手一周年，听到这期节目，感觉像是老天在替我哭泣。
sad,有些遗憾真的是一辈子的，这期节目让我彻底承认了这件事。
sad,听到一半不得不按了暂停，需要深呼吸才能平复情绪。
sad,讲到原生家庭那一段，我仿佛看到了那个缩在角落里瑟瑟发抖的自己。
sad,成年人的崩溃真的是默不作声的，谢谢你们给了我一个流泪的出口。
sad,开着车在深夜的高架上，听到眼眶模糊，只能靠边停车大哭一场。
sad,原来有些伤痛是不随时间流逝而愈合的，只会越藏越深。
sad,听完这期感觉整个人被抽干了力气，太有共鸣了，痛得无法呼吸。
sad,仿佛隔着时空拥抱了那个曾经受尽委屈的自己。
sad,最怕在最无能为力的年纪，听到这么懂我的话。
sad,你们聊的每一个细节，都是我无数个不眠之夜里反复折磨我的东西。
sad,这种深深的无力感和宿命感，真的让人绝望又心碎。
sad,原来那个转身离开的人，真的就再也见不到了。
sad,耳机里是你们的声音，我的脑海里全是我再也回不去的从前。
sad,听到那句“你已经做得很好了”，我瞬间泪如雨下。
sad,这是我唯一一期不敢听第二遍的节目，太痛了。
sad,我们都是在深夜里自我缝补的怪物，这期节目像是一把温柔的刀。
sad,突然释怀了，但更多的是深深的悲凉。
sad,以为自己已经刀枪不入，结果被这期播客轻而易举地击溃防线。
sad,听完一个人坐在阳台上抽了一包烟，看着远处的灯火，觉得人生好孤单。
sad,那首背景音乐响起来的时候，所有的伪装都瞬间瓦解了。
sad,原来在这个世界上，真的有人能如此精准地描述出我的那种绝望。
sad,太窒息了，每一句都踩在我的痛点上。
sad,眼泪打湿了枕头，明天还要继续假装是个情绪稳定的成年人。
sad,谢谢主播，替那个不敢出声的我，哭出了声音。
sad,这期节目就像是一场盛大的告别，我终于要在心里埋葬他了。
sad,在人群中戴着耳机听，感觉自己是一座孤岛，这期节目是唯一的灯塔。
sad,我们都在为了一个不再可能的人，惩罚现在的自己。
sad,听到结尾那一刻，我仿佛失去了一切，又仿佛被重新拼凑了起来。
sad,这种被命运推着走，却又无能为力的感觉，真的刻骨铭心。
sad,原来所有的懂事和坚强，都是用无数个心碎的夜晚换来的。
sad,心口像压着一块大石头，听完播客终于化成了眼泪流出来。
sad,真的好想回到过去，抱一抱那个不知所措的自己。
sad,有些再见，真的就是再也不见。这期节目让我彻底明白了。
sad,最难过的不是失去，而是明明知道会失去，还要眼睁睁看着它发生。
sad,听着主播哽咽的声音，我也跟着在屏幕这边泣不成声。
sad,这期播客让我直面了内心最不堪、最软弱的那片废墟。
sad,原来大家都一样，都在人海里假装正常，在黑夜里舔舐伤口。
sad,这五十多分钟，我好像重新活了一次那段最黑暗的日子。
sad,听完后看着天花板发呆了很久，心里的空洞怎么也填不满。
sad,谢谢你们，让我知道我那种莫名其妙的悲伤不是矫情，是被允许的。
sad,就像是在伤口上撒了一把盐，痛到极致反而有了一种解脱感。
sad,这种钝痛感会伴随我很长一段时间吧，太深刻了。
sad,那句没说出口的对不起，这辈子都没机会说了，听完这期更难受了。
sad,走在深秋的冷风里听这期节目，感觉风都吹到了骨头里。
sad,我以为我走出来了，这期播客证明我只是在自欺欺人。
sad,人生就是不断失去的过程，这期节目是最好的注解。
sad,太真实了，真实到让我想要逃避，却又忍不住听完。
sad,我们在不同的时空，因为同样的悲伤而相遇。
sad,听到那个小故事，我仿佛看到了自己苍白又无力的青春。
sad,原以为时间能冲淡一切，今天才知道，时间只是让我学会了隐藏。
sad,这种刻在骨子里的自卑和敏感，被你们剥洋葱一样剥开了，好痛。
sad,没有经历过深夜痛哭的人，是听不懂这期节目的。
sad,就像是一场漫长的告别仪式，听完这期，我该往前走了。
sad,这期节目有一种很深的下坠感，一直坠入到我心底最暗的地方。
sad,耳机里的字字句句，都是我曾经咽下去的委屈和不甘。
sad,太悲伤了，不敢分享给任何人，只能自己一个人默默点亮红心。
sad,听到最后，我甚至连叹气都没有力气了，只剩下深深的疲惫。
sad,主播说的那种孤独感，我现在正深陷其中，无法自拔。
sad,今天的天气阴沉沉的，配上这期节目，感觉整个世界都抛弃了我。
sad,我们都成了自己曾经最讨厌的那种大人，这期节目让我无地自容。
sad,在这个快餐时代，还能有这样触及灵魂的悲伤共鸣，真的很难得。
sad,每一句话都像是带着血丝的刺，扎得我生疼。
sad,那些曾经的美好，现在听起来全是刺骨的寒意。
sad,听完节目去洗了把脸，看着镜子里眼睛通红的自己，觉得好陌生。
sad,原来爱一个人到最后，真的会只剩下一声叹息。
sad,这期播客是我在这个冰冷城市里，唯一能找到的一丝苦涩的慰藉。
sad,那种被全世界遗忘的孤独感，在听这期节目的那一刻达到了顶峰。
sad,谢谢你们陪我度过了这个最难熬的夜晚，虽然眼泪没停过。
sad,生活就是一场接一场的失去，这期节目提前给我打了预防针。
sad,太残忍了，为什么要把真相剖析得这么血淋淋。
sad,听完后删掉了那个好久没联系的联系人，是时候和过去告别了。
sad,我们都是带着原生家庭的枷锁在跳舞，这期真的说到心坎里了。
sad,坐在下雨的车里听完，感觉雨都下在了心里。
sad,那种求而不得的绝望，被主播几句话就勾出来了。
sad,原来真正的告别是悄无声息的，就像这期节目的结尾一样。
sad,这种深深的无力感，大概就是成年人生活的常态吧。
sad,我以为我早已百毒不侵，却还是被你们的真诚打动到流泪。
sad,在这座城市里漂泊了五年，这期节目第一次让我哭出了声。
sad,听这期节目就像在照镜子，看到了那个遍体鳞伤却还要死撑的自己。
sad,那些关于死亡和失去的探讨，让我陷入了深深的虚无。
sad,太懂那种拼尽全力却依然一无所有的感觉了。
sad,我们都在用尽一生去治愈童年，这期播客让我觉得自己不是个怪物。
sad,听完之后，突然很想给那个曾经伤害过我的人打个电话，虽然我知道不会接。
sad,这种隐秘的悲伤，原来不仅我一个人有。
sad,在最喧闹的酒吧里戴着耳机听这期，眼泪混着酒一起咽下去了。
sad,就像是拔掉了一直扎在心里的一根刺，虽然流了血，但终于通透了。
sad,这期节目的后劲太大了，连续几天都沉浸在那种淡淡的忧伤里。
sad,原来放弃一个很爱的人，真的是这种抽筋剥骨的痛。
sad,谢谢你们温柔的刀子，把我腐烂的伤口彻底剖开清理了。
sad,听完感觉经历了一场大病，虚弱、无力，但也终于能长舒一口气了。

